"","chromosome","start","end","Adult_MO1","Adult_MO2","Adult_MO3","Adult_MO4","Adult_MO5"
"45130","chr17",58965127,58965776,32,43,44,52,28
"45131","chr17",58998435,58999382,77,138,54,119,49
"45132","chr17",59007781,59008994,116,251,141,236,129
"45133","chr17",59038539,59039268,94,200,96,295,55
"45134","chr17",59105577,59107657,287,474,288,650,221
"45135","chr17",59110994,59112078,107,221,98,272,88
"45136","chr17",59154259,59156047,299,513,282,558,264
"45137","chr17",59165412,59167933,248,588,256,652,291
"45138","chr17",59209621,59210564,220,369,227,384,159
"45139","chr17",59219877,59222163,304,463,399,636,364
"45140","chr17",59222742,59224133,123,251,139,274,108
"45141","chr17",59228295,59228684,26,59,36,73,38
"45142","chr17",59229740,59242855,1453,3434,1929,3325,1913
"45143","chr17",59310967,59311399,49,82,58,86,24
"45144","chr17",59326832,59340135,2155,4053,2621,5778,2344
"45145","chr17",59341141,59408456,19485,35566,20944,48675,18993
"45146","chr17",59409211,59410332,97,132,67,145,51
"45147","chr17",59413035,59414246,110,253,138,238,100
"45148","chr17",59422970,59423738,75,146,130,158,64
"45149","chr17",59424754,59429203,699,1385,990,1675,540
"45150","chr17",59435084,59435653,40,89,78,121,60
"45151","chr17",59436523,59438156,225,419,292,547,264
"45152","chr17",59439958,59441562,113,205,179,273,169
"45153","chr17",59514171,59514784,46,74,33,93,30
"45154","chr17",59565369,59566435,107,120,101,225,72
"45155","chr17",59617829,59621261,997,2009,1086,2040,897
"45156","chr17",59627582,59627957,23,66,15,132,23
"45157","chr17",59642804,59644215,127,362,130,392,97
"45158","chr17",59661799,59663713,232,615,275,522,214
"45159","chr17",59670402,59670597,25,58,25,104,16
"45160","chr17",59676623,59677304,52,218,56,184,62
"45161","chr17",59693489,59694656,83,164,92,161,137
"45162","chr17",59699219,59700927,86,256,96,300,123
"45163","chr17",59706391,59708685,243,450,194,459,272
"45164","chr17",59710530,59713337,192,564,230,624,230
"45165","chr17",59714208,59728634,3260,5471,3300,7233,3143
"45166","chr17",59730068,59731809,120,206,109,341,104
"45167","chr17",59734173,59735786,84,219,100,277,127
"45168","chr17",59740200,59741954,112,314,128,350,136
"45169","chr17",59746662,59747398,73,118,68,220,92
"45170","chr17",59753301,59754868,119,295,76,480,95
"45171","chr17",59755953,59757018,102,237,88,287,75
"45172","chr17",59761844,59762832,66,256,94,251,38
"45173","chr17",59769474,59770544,206,389,156,582,122
"45174","chr17",59783123,59784091,126,303,128,434,85
"45175","chr17",59810513,59811550,73,215,75,270,96
"45176","chr17",59837176,59838679,134,462,132,524,119
"45177","chr17",59840794,59842064,129,200,110,296,72
"45178","chr17",59892258,59893982,234,370,218,547,185
"45179","chr17",59944310,59944677,34,94,64,111,46
"45180","chr17",59963995,59965427,266,597,211,608,269
"45181","chr17",60077153,60079801,536,771,452,1093,402
"45182","chr17",60086928,60088061,46,153,60,105,58
"45183","chr17",60089396,60090440,103,342,123,345,106
"45184","chr17",60091110,60097253,872,1284,784,1797,540
"45185","chr17",60101774,60103153,117,206,178,205,54
"45186","chr17",60135126,60135705,81,126,77,132,53
"45187","chr17",60169672,60172422,915,1031,916,1621,797
"45188","chr17",60173230,60174949,222,306,178,453,169
"45189","chr17",60178983,60179565,40,94,56,135,55
"45190","chr17",60186403,60188177,176,345,141,418,165
"45191","chr17",60197986,60199086,96,278,146,327,95
"45192","chr17",60223001,60225209,364,539,338,946,277
"45193","chr17",60229075,60234029,959,1611,946,2212,978
"45194","chr17",60234973,60235467,65,105,34,93,39
"45195","chr17",60240174,60241326,68,135,85,187,71
"45196","chr17",60241547,60242260,58,144,79,157,63
"45197","chr17",60242484,60243921,145,349,171,444,142
"45198","chr17",60244666,60251268,1036,1555,1164,2440,1019
"45199","chr17",60255783,60257564,147,318,156,408,140
"45200","chr17",60269291,60270414,105,212,80,311,86
"45201","chr17",60272276,60273466,173,266,173,340,126
"45202","chr17",60276140,60277804,189,375,206,518,164
"45203","chr17",60280385,60283652,392,834,420,1115,373
"45204","chr17",60284792,60286556,158,420,189,372,131
"45205","chr17",60290746,60300421,1425,2680,1521,3387,1271
"45206","chr17",60303276,60306412,483,930,415,1233,342
"45207","chr17",60307351,60309176,219,534,222,620,179
"45208","chr17",60312993,60314422,86,260,91,236,82
"45209","chr17",60317622,60318665,90,221,100,272,69
"45210","chr17",60319475,60322232,282,582,224,741,152
"45211","chr17",60325200,60330923,1202,2258,1230,2777,1061
"45212","chr17",60332477,60334434,299,602,303,842,256
"45213","chr17",60335312,60335886,75,140,66,212,35
"45214","chr17",60340692,60341350,24,117,43,86,37
"45215","chr17",60346557,60347246,127,236,87,269,48
"45216","chr17",60350539,60351276,69,158,47,151,34
"45217","chr17",60358749,60359944,134,274,125,370,116
"45218","chr17",60361833,60362864,101,282,106,263,87
"45219","chr17",60367793,60368580,88,142,73,190,41
"45220","chr17",60383650,60393399,2064,4005,1876,5195,1876
"45221","chr17",60415176,60417569,418,834,407,856,434
"45222","chr17",60420883,60422321,204,372,189,429,152
"45223","chr17",60435680,60436282,93,124,98,151,110
"45224","chr17",60441083,60447725,1090,2138,1410,2217,1412
"45225","chr17",60451802,60452320,53,109,29,83,44
"45226","chr17",60457901,60458707,66,191,55,153,72
"45227","chr17",60463287,60471404,832,1787,987,1988,871
"45228","chr17",60472504,60474072,106,213,129,232,116
"45229","chr17",60475322,60483663,2152,3240,1926,3646,2217
"45230","chr17",60502129,60502479,29,90,39,111,34
"45231","chr17",60506180,60506624,44,170,58,186,53
"45232","chr17",60517895,60518754,79,188,77,220,76
"45233","chr17",60521712,60522344,49,147,41,144,30
"45234","chr17",60523537,60526990,854,1634,854,1958,698
"45235","chr17",60532313,60533248,61,127,52,167,88
"45236","chr17",60544684,60547420,643,1270,764,1488,568
"45237","chr17",60569390,60570109,90,251,153,244,165
"45238","chr17",60577086,60577878,89,198,142,289,100
"45239","chr17",60598459,60606985,1984,2825,1798,4509,1435
"45240","chr17",60615666,60616229,64,139,77,173,38
"45241","chr17",60617891,60618287,49,103,54,177,52
"45242","chr17",60623141,60623898,41,153,81,150,44
"45243","chr17",60626397,60627737,154,240,112,429,74
"45244","chr17",60628050,60631429,476,854,505,1198,387
"45245","chr17",60633169,60634583,170,375,141,412,64
"45246","chr17",60637312,60642469,808,1234,825,1900,863
"45247","chr17",60643214,60648236,625,1577,784,2089,691
"45248","chr17",60649156,60650874,132,399,207,346,161
"45249","chr17",60651686,60654528,429,912,554,1348,447
"45250","chr17",60656027,60661978,917,1864,1304,2599,1193
"45251","chr17",60662708,60665048,185,483,328,656,170
"45252","chr17",60676487,60678582,596,236,366,903,526
"45253","chr17",60714655,60715086,18,102,33,87,35
"45254","chr17",60720744,60721865,70,161,86,176,94
"45255","chr17",60729403,60731570,146,348,176,364,137
"45256","chr17",60738030,60739112,72,242,65,187,84
"45257","chr17",60742808,60749956,1622,3239,1480,3930,1593
"45258","chr17",60831964,60832523,39,65,48,68,17
"45259","chr17",60857291,60858396,179,396,183,453,189
"45260","chr17",60888776,60889489,34,92,44,112,32
"45261","chr17",60902454,60903611,60,178,64,137,68
"45262","chr17",61076399,61077082,28,130,58,91,49
"45263","chr17",61178922,61179901,79,162,82,149,34
"45264","chr17",61208204,61210052,190,339,205,348,140
"45265","chr17",61235250,61236641,180,264,253,299,162
"45266","chr17",61254920,61255331,57,81,52,90,27
"45267","chr17",61368688,61369823,184,233,194,397,106
"45268","chr17",61867098,61867698,47,122,33,115,41
"45269","chr17",61907555,61909048,70,123,76,176,76
"45270","chr17",61926890,61928517,514,752,502,839,368
"45271","chr17",61965972,61967062,64,224,111,241,82
"45272","chr17",61985704,61986235,39,95,42,103,44
"45273","chr17",62026314,62026965,48,152,44,156,40
"45274","chr17",62059268,62059786,56,126,28,154,49
"45275","chr17",62061941,62066359,720,1582,612,1676,578
"45276","chr17",62423678,62424580,100,131,87,175,52
"45277","chr17",62428144,62428570,79,94,42,141,61
"45278","chr17",62453101,62454985,224,404,282,391,170
"45279","chr17",62470431,62474003,556,1104,256,1263,267
"45280","chr17",62477178,62481003,772,1591,686,1859,614
"45281","chr17",62492745,62497790,165,460,189,485,220
"45282","chr17",62509916,62510798,42,84,61,112,45
"45283","chr17",62517763,62521664,261,506,298,618,183
"45284","chr17",62522505,62522734,31,78,18,63,25
"45285","chr17",62526482,62527255,58,131,63,144,51
"45286","chr17",62535706,62537422,124,414,136,350,128
"45287","chr17",62538521,62539431,78,158,84,202,79
"45288","chr17",62540662,62544556,525,972,452,1282,462
"45289","chr17",62550311,62551164,42,121,53,123,63
"45290","chr17",62552652,62553529,50,135,43,120,64
"45291","chr17",62557392,62559231,142,282,156,291,106
"45292","chr17",62570131,62570678,17,89,59,146,52
"45293","chr17",62617174,62618230,170,290,182,289,94
"45294","chr17",62675215,62676045,96,185,73,169,51
"45295","chr17",62703721,62707308,967,1830,844,2158,877
"45296","chr17",62820740,62821216,40,96,31,70,30
"45297","chr17",62964621,62967787,427,889,471,888,412
"45298","chr17",63035415,63037296,82,295,122,227,144
"45299","chr17",63037678,63043508,560,1188,743,1305,641
"45300","chr17",63076075,63079871,313,705,431,736,349
"45301","chr17",63082517,63083456,55,195,68,185,78
"45302","chr17",63086678,63089462,220,531,275,463,273
"45303","chr17",63109416,63110235,28,116,61,106,38
"45304","chr17",63112365,63113600,69,157,119,155,80
"45305","chr17",63115833,63118354,181,327,240,409,179
"45306","chr17",63120964,63122232,90,151,76,177,74
"45307","chr17",63124223,63125894,161,316,183,337,115
"45308","chr17",63130431,63145605,2628,4959,3102,5422,2626
"45309","chr17",63146343,63156580,2150,3781,2571,4944,2281
"45310","chr17",63162822,63164657,98,268,136,336,91
"45311","chr17",63171429,63172402,34,98,38,118,60
"45312","chr17",63178486,63178967,30,63,53,98,28
"45313","chr17",63184986,63194362,1290,2225,1472,2820,1328
"45314","chr17",63239931,63240676,52,135,58,90,63
"45315","chr17",63397530,63400348,391,698,332,881,224
"45316","chr17",63401878,63403676,300,627,221,758,197
"45317","chr17",63422732,63423814,170,296,111,331,123
"45318","chr17",63549629,63551256,292,395,258,476,197
"45319","chr17",63578282,63579704,102,179,99,230,74
"45320","chr17",63582859,63583440,40,132,42,73,39
"45321","chr17",63600484,63601264,156,238,124,262,99
"45322","chr17",63621109,63623882,405,517,322,835,274
"45323","chr17",63633927,63636527,274,646,225,759,196
"45324","chr17",63675361,63676444,121,239,163,312,77
"45325","chr17",63681253,63682155,113,263,94,291,84
"45326","chr17",63740898,63742671,295,449,222,668,270
"45327","chr17",63772879,63775522,487,935,343,1110,311
"45328","chr17",63785362,63786077,56,129,63,163,49
"45329","chr17",63826574,63828769,535,1020,296,1043,522
"45330","chr17",63834623,63835698,162,250,118,494,119
"45331","chr17",63836233,63843512,2708,3231,1682,5329,1797
"45332","chr17",64041989,64042892,112,233,68,336,43
"45333","chr17",64129657,64130706,108,193,68,191,44
"45334","chr17",64145088,64149368,708,1230,464,1706,502
"45335","chr17",64153462,64158858,2021,2810,1565,4587,1570
"45336","chr17",64173589,64176426,807,1483,660,2156,532
"45337","chr17",64179884,64180452,78,118,56,181,34
"45338","chr17",64192065,64193296,235,326,183,435,163
"45339","chr17",64199683,64206461,2835,3668,2111,6081,1861
"45340","chr17",64208965,64210278,270,434,153,650,132
"45341","chr17",64214815,64217982,446,721,335,1106,322
"45342","chr17",64240245,64241575,218,477,191,554,152
"45343","chr17",64249348,64250203,106,198,91,309,53
"45344","chr17",64256184,64257729,331,500,199,678,179
"45345","chr17",64262531,64263759,144,253,110,334,132
"45346","chr17",64277217,64278734,335,359,203,688,170
"45347","chr17",64339905,64340433,98,126,65,190,28
"45348","chr17",64484933,64486947,382,857,353,807,259
"45349","chr17",64496630,64497712,180,256,158,440,141
"45350","chr17",64504092,64508093,1426,2052,1130,2879,1009
"45351","chr17",64511752,64512601,117,162,58,277,44
"45352","chr17",64551126,64552778,275,508,324,756,345
"45353","chr17",64554637,64555649,78,239,70,245,84
"45354","chr17",64643301,64643663,42,87,13,56,33
"45355","chr17",64661247,64662744,146,250,122,313,92
"45356","chr17",64776653,64777231,70,121,44,195,46
"45357","chr17",64826223,64826632,22,55,42,84,22
"45358","chr17",64834063,64835075,109,254,111,329,103
"45359","chr17",64836329,64837836,227,337,196,356,146
"45360","chr17",64918489,64920014,419,665,445,627,356
"45361","chr17",64965909,64966437,109,111,43,183,48
"45362","chr17",64974478,64976304,418,662,336,724,368
"45363","chr17",64988574,64989613,185,234,132,338,86
"45364","chr17",65005579,65007888,290,476,251,454,162
"45365","chr17",65012994,65014653,167,395,164,417,127
"45366","chr17",65017355,65017699,50,52,16,72,19
"45367","chr17",65018315,65019224,135,189,68,188,57
"45368","chr17",65021569,65024067,223,301,112,378,95
"45369","chr17",65047743,65048763,133,304,113,360,74
"45370","chr17",65054593,65057481,568,819,575,1101,397
"45371","chr17",65079321,65079985,106,289,171,248,67
"45372","chr17",65100145,65101290,133,196,154,280,104
"45373","chr17",65104653,65107891,514,591,450,978,428
"45374","chr17",65122916,65123975,218,335,292,319,203
"45375","chr17",65136943,65137695,84,108,82,113,52
"45376","chr17",65208567,65209156,45,93,31,110,35
"45377","chr17",65445668,65446032,56,62,40,97,36
"45378","chr17",65530441,65532355,395,419,245,599,137
"45379","chr17",65560913,65562016,213,180,111,297,91
"45380","chr17",66300542,66301008,55,103,48,112,63
"45381","chr17",66302008,66303700,121,184,111,226,108
"45382","chr17",66373843,66374933,121,235,190,254,91
"45383","chr17",66387416,66387816,34,89,46,55,31
"45384","chr17",66461867,66462977,82,245,104,181,76
"45385","chr17",66523298,66525077,312,839,409,970,382
"45386","chr17",66526473,66528736,424,763,446,864,529
"45387","chr17",66538010,66543965,1706,1787,1588,3292,1515
"45388","chr17",66603926,66604963,81,163,131,146,81
"45389","chr17",66643123,66645009,166,397,392,346,248
"45390","chr17",66654046,66654937,89,195,160,230,107
"45391","chr17",66688974,66690041,42,155,84,92,44
"45392","chr17",66719969,66721065,315,422,274,512,174
"45393","chr17",66724588,66725261,130,167,85,224,40
"45394","chr17",67108048,67108650,64,179,62,180,40
"45395","chr17",67137790,67140362,644,1082,404,1463,404
"45396","chr17",67218255,67220188,411,781,290,1116,212
"45397","chr17",67244196,67245560,81,173,97,185,57
"45398","chr17",67365557,67367060,246,508,242,475,174
"45399","chr17",67376668,67378032,110,207,94,207,68
"45400","chr17",67475133,67475944,111,184,99,305,48
"45401","chr17",67490978,67491467,48,116,38,128,30
"45402","chr17",67608474,67609226,60,161,61,181,32
"45403","chr17",67717282,67718659,240,416,213,440,208
"45404","chr17",67824848,67827749,765,942,675,1390,591
"45405","chr17",67830131,67831884,184,522,131,498,101
"45406","chr17",67850675,67852162,171,314,171,509,186
"45407","chr17",67901800,67903261,178,731,283,653,215
"45408","chr17",67921958,67923369,152,446,173,408,120
"45409","chr17",67959065,67960309,103,231,107,244,91
"45410","chr17",67962504,67963388,56,188,64,241,47
"45411","chr17",67980345,67983921,845,1484,860,1771,788
"45412","chr17",67992812,67994452,322,707,346,757,282
"45413","chr17",68019521,68021036,336,471,308,716,328
"45414","chr17",68033836,68036626,273,341,241,634,245
"45415","chr17",68101059,68104148,364,878,310,717,286
"45416","chr17",68205142,68208294,571,710,392,1021,398
"45417","chr17",68234906,68235807,175,295,64,194,63
"45418","chr17",68247372,68249690,485,867,393,912,359
"45419","chr17",68430120,68430615,68,98,39,110,47
"45420","chr17",68440833,68444900,777,821,366,1513,459
"45421","chr17",68448570,68449531,135,206,61,270,93
"45422","chr17",68455734,68458475,548,648,286,830,389
"45423","chr17",68510551,68516121,1109,2067,1060,2258,750
"45424","chr17",68535747,68537021,98,254,134,245,128
"45425","chr17",68587178,68588403,255,258,237,236,172
"45426","chr17",68759480,68760263,83,127,73,167,34
"45427","chr17",68772079,68773057,271,498,332,610,249
"45428","chr17",68774414,68780827,1351,2096,1458,2789,1851
"45429","chr17",68791950,68799178,2784,3973,2732,5926,2619
"45430","chr17",68803221,68804141,79,135,93,205,85
"45431","chr17",68820571,68821977,146,323,198,456,150
"45432","chr17",68867585,68870614,329,629,420,855,397
"45433","chr17",68874961,68877545,190,418,253,577,245
"45434","chr17",68877822,68879027,138,200,153,325,149
"45435","chr17",68881343,68885156,323,523,316,967,346
"45436","chr17",68888435,68889695,98,180,134,243,105
"45437","chr17",68894045,68894601,57,103,57,176,48
"45438","chr17",68902210,68912829,3298,4885,2903,7037,3090
"45439","chr17",68925411,68931359,706,1574,816,2113,652
"45440","chr17",68932426,68934029,146,292,166,539,158
"45441","chr17",68934505,68937707,326,548,299,809,259
"45442","chr17",68938331,68943322,452,974,514,1312,379
"45443","chr17",68944515,68945615,136,214,101,286,64
"45444","chr17",68948653,68950384,157,315,181,407,99
"45445","chr17",68950830,68956550,1294,2095,1322,3379,1258
"45446","chr17",68957058,68957899,61,146,78,129,82
"45447","chr17",68960524,68962368,270,517,291,702,298
"45448","chr17",68971623,68973704,331,444,351,705,315
"45449","chr17",69060464,69061960,125,351,159,265,100
"45450","chr17",69141072,69142660,147,576,384,283,54
"45451","chr17",69222542,69223068,18,90,30,48,28
"45452","chr17",69234955,69236547,144,215,192,386,172
"45453","chr17",69239025,69240617,177,317,129,403,119
"45454","chr17",69314336,69315265,166,256,197,318,78
"45455","chr17",69326346,69328039,177,422,234,567,166
"45456","chr17",69414333,69415403,163,205,110,210,71
"45457","chr17",69433284,69434825,160,364,132,406,69
"45458","chr17",69447645,69449053,340,583,386,663,190
"45459","chr17",69461073,69462376,177,429,239,417,104
"45460","chr17",69501259,69502774,171,358,186,442,140
"45461","chr17",69511155,69511615,33,136,45,127,21
"45462","chr17",69523047,69524031,123,311,123,293,141
"45463","chr17",69526002,69526869,66,163,102,144,64
"45464","chr17",69527913,69528600,65,156,101,153,44
"45465","chr17",69569271,69569745,90,217,86,104,46
"45466","chr17",69607143,69607933,86,155,68,178,76
"45467","chr17",69609096,69609541,59,124,61,171,43
"45468","chr17",70137257,70138428,226,410,192,361,126
"45469","chr17",70156035,70160926,1390,1822,1198,2956,1044
"45470","chr17",70164233,70175078,2364,3897,1985,5196,2092
"45471","chr17",70175517,70189128,2103,4784,1458,5822,1150
"45472","chr17",70189495,70192257,426,579,184,736,151
"45473","chr17",70195735,70197800,410,456,223,720,142
"45474","chr17",70201588,70203240,337,395,218,554,135
"45475","chr17",70207058,70208079,163,208,64,262,65
"45476","chr17",70208694,70209627,133,214,74,229,62
"45477","chr17",70278445,70279298,77,200,127,137,70
"45478","chr17",70440183,70440625,57,116,45,103,45
"45479","chr17",70491881,70493442,590,347,122,525,353
"45480","chr17",70550940,70551690,65,74,60,127,96
"45481","chr17",70552125,70554619,711,934,718,1191,707
"45482","chr17",70555381,70555735,37,55,20,56,22
"45483","chr17",70595253,70596813,188,177,110,344,165
"45484","chr17",70601612,70617612,4955,6103,4662,10728,6629
"45485","chr17",70620512,70623670,939,1180,628,1849,966
"45486","chr17",70636231,70637450,85,104,72,164,112
"45487","chr17",70653654,70656314,897,1266,1002,1642,959
"45488","chr17",70698636,70700169,257,337,193,420,193
"45489","chr17",71313897,71314421,70,145,37,115,31
"45490","chr17",71315233,71317461,404,575,216,736,283
"45491","chr17",71329369,71335813,1936,2672,1323,3371,1786
"45492","chr17",71338107,71338750,41,83,48,82,46
"45493","chr17",71398803,71399228,48,78,31,59,29
"45494","chr17",71438650,71439342,116,203,58,229,82
"45495","chr17",71975355,71976361,119,248,65,142,47
"45496","chr17",72030398,72030968,32,71,46,64,24
"45497","chr17",72118561,72128557,1204,2255,971,3324,987
"45498","chr17",72141271,72141750,28,55,24,71,6
"45499","chr17",72149695,72154247,1550,1914,1129,2811,1251
"45500","chr17",72171247,72172432,150,243,125,309,138
"45501","chr17",72204771,72206563,179,243,136,380,75
"45502","chr17",72353578,72354205,28,72,57,50,19
"45503","chr17",72465590,72466007,4,4,1,9,9
"45504","chr17",72467611,72469389,24,67,22,48,28
"45505","chr17",72501377,72503233,50,88,58,60,46
"45506","chr17",72507522,72508952,4,53,4,21,10
"45507","chr17",72509552,72513424,52,156,40,96,64
"45508","chr17",72514735,72516096,42,97,36,62,41
"45509","chr17",72516709,72519715,32,186,55,69,44
"45510","chr17",72538590,72541210,173,378,316,344,150
"45511","chr17",72571111,72581560,222,405,123,408,202
"45512","chr17",72590603,72593062,34,91,35,59,28
"45513","chr17",72613388,72616087,362,806,288,479,248
"45514","chr17",72617848,72618579,35,72,26,66,21
"45515","chr17",72619793,72620578,60,95,18,81,22
"45516","chr17",72655797,72656632,66,122,41,75,37
"45517","chr17",72697447,72698232,90,133,76,98,30
"45518","chr17",72882469,72888017,1138,1710,1022,1726,1059
"45519","chr17",72892694,72893064,41,120,64,76,30
"45520","chr17",72900357,72901312,101,149,112,173,62
"45521","chr17",72982377,72984191,127,403,160,211,74
"45522","chr17",72985918,72991089,1143,1752,815,1741,584
"45523","chr17",72997916,72999524,271,334,196,383,99
"45524","chr17",73006417,73007637,138,206,144,189,58
"45525","chr17",73042835,73045144,333,589,394,545,246
"45526","chr17",73045803,73046717,102,272,126,225,71
"45527","chr17",73063740,73065053,246,399,224,336,157
"45528","chr17",73087640,73093128,1889,1980,1786,2892,1480
"45529","chr17",73191748,73193710,184,248,147,359,134
"45530","chr17",73213866,73216210,351,719,351,572,242
"45531","chr17",73228163,73229593,223,414,125,486,91
"45532","chr17",73231108,73233287,249,409,155,579,229
"45533","chr17",73261865,73263665,226,209,187,301,175
"45534","chr17",73267483,73268999,240,137,164,393,170
"45535","chr17",73272651,73273545,92,78,58,130,74
"45536","chr17",73298083,73298981,48,75,39,62,76
"45537","chr17",73300709,73302658,96,120,33,124,89
"45538","chr17",73304055,73307423,194,350,232,343,224
"45539","chr17",73309600,73312911,565,801,403,1009,477
"45540","chr17",73341376,73344735,659,873,559,986,548
"45541","chr17",73346520,73350121,668,1009,596,973,451
"45542","chr17",73471480,73475116,35,36,30,70,44
"45543","chr17",73480355,73481694,10,20,12,36,43
"45544","chr17",73509959,73520778,396,312,202,547,210
"45545","chr17",73522218,73524203,30,12,12,37,20
"45546","chr17",73530800,73544138,535,384,236,602,398
"45547","chr17",73630229,73632093,68,78,86,62,62
"45548","chr17",73717855,73720671,446,569,706,715,422
"45549","chr17",73770468,73771228,66,102,56,109,37
"45550","chr17",73827889,73828866,68,104,46,79,43
"45551","chr17",73829546,73830322,80,127,85,102,59
"45552","chr17",73909253,73911730,788,780,427,1614,281
"45553","chr17",74123394,74123917,17,45,22,28,17
"45554","chr17",74203192,74204547,113,271,110,211,68
"45555","chr17",74205324,74219044,2476,4568,3039,6672,2931
"45556","chr17",74219997,74222951,343,740,473,932,356
"45557","chr17",74223701,74253572,10158,13687,9335,20567,9334
"45558","chr17",74255899,74257729,173,265,175,333,146
"45559","chr17",74258575,74259464,84,109,110,196,105
"45560","chr17",74260026,74265015,611,849,619,1382,523
"45561","chr17",74265314,74266850,182,295,162,374,132
"45562","chr17",74268550,74269441,151,171,129,232,127
"45563","chr17",74270232,74273315,698,809,609,1275,597
"45564","chr17",74273834,74278557,1185,1891,1025,2476,971
"45565","chr17",74284866,74286120,254,305,156,422,164
"45566","chr17",74290252,74290824,100,174,86,220,81
"45567","chr17",74295522,74297113,285,373,289,702,259
"45568","chr17",74297672,74307253,1883,2847,1321,3510,1491
"45569","chr17",74324919,74325607,106,168,78,182,58
"45570","chr17",74326261,74341709,4151,5779,3506,7262,4291
"45571","chr17",74345179,74346212,123,217,132,221,182
"45572","chr17",74360811,74363620,480,697,479,811,515
"45573","chr17",74368288,74368993,162,204,123,298,192
"45574","chr17",74372193,74375591,1387,1943,1177,2525,1292
"45575","chr17",74451950,74455900,786,1053,472,1154,412
"45576","chr17",74748241,74752176,471,748,369,1258,434
"45577","chr17",74754815,74755807,112,183,93,298,117
"45578","chr17",74756512,74765170,1893,3507,1838,4782,1498
"45579","chr17",74765897,74769236,877,1444,741,1840,687
"45580","chr17",74776017,74776857,120,167,72,231,66
"45581","chr17",74780124,74782907,1021,1098,809,1943,797
"45582","chr17",74795047,74795976,171,186,159,273,90
"45583","chr17",74812810,74813995,184,283,169,364,116
"45584","chr17",74815613,74816389,61,116,62,148,71
"45585","chr17",74821569,74823438,142,319,194,329,148
"45586","chr17",74840799,74842710,256,540,276,513,214
"45587","chr17",74872767,74873901,159,298,81,352,122
"45588","chr17",74961562,74966915,1708,2483,1851,4082,1674
"45589","chr17",74967708,74973609,1464,1921,1126,3356,1053
"45590","chr17",74974452,74976070,219,362,127,509,116
"45591","chr17",74977532,74978943,113,220,59,259,74
"45592","chr17",74979871,74985569,1768,2260,1506,3948,1369
"45593","chr17",74986737,74990975,701,909,513,1939,569
"45594","chr17",74992147,74994462,163,244,168,408,178
"45595","chr17",75010825,75013702,429,454,474,966,413
"45596","chr17",75016987,75022982,1732,2475,1775,3972,1944
"45597","chr17",75031141,75035888,892,1637,716,2182,825
"45598","chr17",75046431,75050082,611,989,567,1573,602
"45599","chr17",75059208,75060947,500,491,413,911,373
"45600","chr17",75114030,75114632,66,67,55,188,87
"45601","chr17",75130606,75132095,317,501,304,635,220
"45602","chr17",75154305,75155245,106,98,58,248,50
"45603","chr17",75181204,75183759,523,785,410,988,348
"45604","chr17",75205032,75206358,417,724,402,839,321
"45605","chr17",75261089,75262422,419,663,392,808,320
"45606","chr17",75270361,75271772,156,198,105,325,142
"45607","chr17",75289081,75290257,193,195,91,303,154
"45608","chr17",75330936,75332691,269,460,242,643,190
"45609","chr17",75351572,75352968,173,355,144,400,100
"45610","chr17",75369050,75372278,575,882,404,1353,311
"45611","chr17",75379874,75381078,149,221,118,312,82
"45612","chr17",75390113,75391498,162,259,130,404,74
"45613","chr17",75392032,75395083,512,902,477,1277,476
"45614","chr17",75404078,75406582,241,318,183,523,219
"45615","chr17",75455397,75458669,747,1392,700,1580,712
"45616","chr17",75459196,75460713,358,497,248,700,160
"45617","chr17",75467881,75470408,675,1289,638,1480,447
"45618","chr17",75471055,75477584,1730,2674,1656,3568,1211
"45619","chr17",75486589,75488193,166,322,126,413,171
"45620","chr17",75488584,75490971,294,776,360,638,279
"45621","chr17",75498566,75505408,1279,2030,1027,2355,984
"45622","chr17",75505852,75517104,3297,4673,2234,6078,2755
"45623","chr17",75524267,75525164,157,217,103,291,122
"45624","chr17",75552660,75553683,230,209,92,261,81
"45625","chr17",75556305,75560381,1772,1968,953,2426,999
"45626","chr17",75587524,75590133,410,645,344,942,350
"45627","chr17",75632047,75651215,5621,9282,5891,12875,5969
"45628","chr17",75652281,75654905,690,1218,751,1823,811
"45629","chr17",75660576,75663104,722,994,659,1590,680
"45630","chr17",75666841,75667851,130,372,90,219,98
"45631","chr17",75674053,75677414,719,493,269,1655,399
"45632","chr17",75679274,75682698,654,387,265,1800,250
"45633","chr17",75683451,75686205,589,586,194,1480,300
"45634","chr17",75687380,75703676,7340,5685,3356,16513,4059
"45635","chr17",75704291,75706762,434,171,156,1365,240
"45636","chr17",75753941,75754616,138,136,125,261,105
"45637","chr17",75764442,75766433,283,532,209,805,190
"45638","chr17",75775693,75777303,125,199,103,421,116
"45639","chr17",75778880,75780406,129,233,103,265,97
"45640","chr17",75783129,75787458,1666,3261,1621,3460,1518
"45641","chr17",75826872,75828207,122,351,148,350,122
"45642","chr17",75834242,75835013,109,142,70,171,74
"45643","chr17",75850925,75852360,253,461,234,621,190
"45644","chr17",75854168,75856611,553,768,466,1023,471
"45645","chr17",75865281,75865584,37,74,48,101,30
"45646","chr17",75868372,75871649,1612,2045,1575,2968,1394
"45647","chr17",75872383,75874274,456,797,404,970,359
"45648","chr17",75874646,75879050,1008,2125,997,2542,794
"45649","chr17",75894142,75897690,496,1043,451,1260,373
"45650","chr17",75904380,75905693,396,617,390,805,320
"45651","chr17",75940723,75941012,57,67,60,97,34
