"","chromosome","start","end","Infant_OPC1","Infant_OPC2","Infant_OPC3","Infant_OPC4","Infant_OPC5"
"58168","chr22",21591051,21591980,83,112,155,138,75
"58169","chr22",21622239,21625660,646,694,884,1210,509
"58170","chr22",21641523,21642542,93,49,122,267,67
"58171","chr22",21665768,21666509,172,275,318,478,137
"58172","chr22",21689225,21691252,234,311,385,461,215
"58173","chr22",21712988,21713692,51,47,127,135,52
"58174","chr22",21735056,21736415,104,215,114,276,95
"58175","chr22",21754523,21755460,161,207,273,334,157
"58176","chr22",21758144,21760178,320,384,496,673,292
"58177","chr22",21761245,21761500,25,20,25,52,21
"58178","chr22",21774225,21775791,213,214,288,393,141
"58179","chr22",21796749,21798126,144,125,239,314,148
"58180","chr22",21803337,21804769,226,221,283,460,153
"58181","chr22",21834529,21835379,79,87,172,216,75
"58182","chr22",21837147,21838268,138,159,227,292,139
"58183","chr22",21866318,21868298,347,544,428,758,330
"58184","chr22",21919411,21920726,107,334,398,456,174
"58185","chr22",21921113,21922198,56,91,149,210,70
"58186","chr22",21933538,21934681,269,471,475,606,208
"58187","chr22",21936636,21938637,312,494,400,708,188
"58188","chr22",21942547,21943585,17,26,18,25,4
"58189","chr22",21948798,21950166,60,85,204,225,67
"58190","chr22",21952070,21953156,46,116,115,153,70
"58191","chr22",21982281,21983049,170,184,194,266,107
"58192","chr22",22037895,22039698,286,338,609,668,286
"58193","chr22",22041772,22042388,79,79,131,111,62
"58194","chr22",22060320,22062481,730,897,1307,1537,573
"58195","chr22",22080255,22080742,24,43,73,74,27
"58196","chr22",22297141,22298604,282,268,144,289,172
"58197","chr22",22397130,22398392,78,54,101,47,47
"58198","chr22",22507978,22509178,172,140,192,391,171
"58199","chr22",23069158,23072036,205,255,312,606,193
"58200","chr22",23097385,23100508,158,342,206,282,123
"58201","chr22",23109746,23119542,813,680,750,1097,379
"58202","chr22",23127349,23129123,101,146,146,224,84
"58203","chr22",23178716,23185137,385,864,665,1038,366
"58204","chr22",23203099,23206152,167,498,438,486,200
"58205","chr22",23210514,23214958,486,819,562,755,282
"58206","chr22",23215528,23216973,86,216,132,233,60
"58207","chr22",23222717,23226817,268,410,487,634,256
"58208","chr22",23232393,23235078,189,217,267,275,154
"58209","chr22",23235539,23237873,95,314,335,298,165
"58210","chr22",23241839,23243128,61,29,63,62,44
"58211","chr22",23278903,23284184,121,248,293,330,142
"58212","chr22",23300618,23307295,320,686,503,544,246
"58213","chr22",23315309,23315699,13,26,50,38,19
"58214","chr22",23357009,23357528,22,67,59,106,36
"58215","chr22",23402203,23403246,54,52,128,96,75
"58216","chr22",23520433,23522406,474,615,851,1115,460
"58217","chr22",23703233,23703804,77,60,86,129,35
"58218","chr22",23716883,23717761,67,85,111,203,65
"58219","chr22",23750620,23751954,252,336,303,517,218
"58220","chr22",23766775,23769186,270,485,617,1168,317
"58221","chr22",23780826,23781909,138,114,170,331,91
"58222","chr22",23786213,23788251,311,443,523,1099,376
"58223","chr22",23789037,23790437,135,88,235,388,115
"58224","chr22",23804772,23805361,61,29,35,47,29
"58225","chr22",23815456,23816770,105,42,72,677,140
"58226","chr22",23820949,23822913,154,259,314,440,162
"58227","chr22",23833193,23835798,184,199,352,503,219
"58228","chr22",23846318,23847189,143,122,217,246,99
"58229","chr22",23856559,23858971,791,993,1100,1778,701
"58230","chr22",23888323,23889292,63,124,213,242,58
"58231","chr22",23893340,23895750,257,385,404,846,238
"58232","chr22",23896217,23899753,315,465,875,1007,364
"58233","chr22",23900661,23901620,62,96,192,282,94
"58234","chr22",23904308,23905788,158,361,440,762,182
"58235","chr22",23913288,23915318,254,387,540,1013,260
"58236","chr22",24010809,24013061,359,284,340,733,243
"58237","chr22",24068426,24070009,172,129,189,216,116
"58238","chr22",24092153,24092801,70,62,111,123,102
"58239","chr22",24103923,24105991,232,220,313,389,181
"58240","chr22",24106984,24108427,88,78,182,182,90
"58241","chr22",24118750,24119477,57,92,105,104,59
"58242","chr22",24133542,24134479,81,104,148,146,72
"58243","chr22",24174747,24175140,43,30,41,52,38
"58244","chr22",24269753,24271861,457,593,565,897,372
"58245","chr22",24322482,24323038,66,74,91,108,55
"58246","chr22",24338181,24340045,280,280,541,509,247
"58247","chr22",24429831,24431713,146,402,222,560,157
"58248","chr22",24455792,24456061,34,9,25,48,12
"58249","chr22",24544283,24546938,440,565,697,939,324
"58250","chr22",24552587,24556333,713,1129,1148,1974,562
"58251","chr22",24583353,24585307,186,343,340,373,210
"58252","chr22",24587348,24593696,860,1737,1645,2545,942
"58253","chr22",24624240,24624780,59,61,108,148,63
"58254","chr22",24685771,24686378,68,119,109,191,88
"58255","chr22",24696015,24698409,144,336,318,554,150
"58256","chr22",24728251,24730492,338,516,794,1155,344
"58257","chr22",24805930,24811523,991,1735,2250,3003,987
"58258","chr22",24813429,24815220,84,195,317,403,114
"58259","chr22",24819714,24820405,68,70,101,113,56
"58260","chr22",24931550,24931944,59,34,91,123,40
"58261","chr22",24952308,24952574,8,46,47,53,14
"58262","chr22",24983148,24983635,69,58,113,120,79
"58263","chr22",25044287,25044690,36,40,32,55,22
"58264","chr22",25067546,25068593,208,337,242,461,231
"58265","chr22",25110870,25111378,79,95,92,159,73
"58266","chr22",25388698,25390182,205,180,283,405,180
"58267","chr22",25404803,25405817,67,108,90,241,101
"58268","chr22",25446962,25448740,168,180,346,534,211
"58269","chr22",25478398,25478637,13,46,38,66,19
"58270","chr22",25493231,25493843,52,52,99,110,40
"58271","chr22",25700973,25701752,86,84,123,143,63
"58272","chr22",25827057,25827973,181,239,395,588,236
"58273","chr22",25853376,25854432,107,102,200,235,122
"58274","chr22",25876839,25877624,70,111,91,226,78
"58275","chr22",25900380,25902376,446,303,885,1041,363
"58276","chr22",25918491,25919671,67,74,164,277,111
"58277","chr22",25921604,25926260,799,1050,1612,2242,842
"58278","chr22",25929328,25930254,66,81,155,272,88
"58279","chr22",25934628,25935844,85,78,187,273,97
"58280","chr22",25937788,25938938,221,149,344,430,177
"58281","chr22",25940622,25945564,498,687,1402,1615,530
"58282","chr22",25970163,25971828,240,247,449,613,234
"58283","chr22",26054008,26055614,192,377,661,699,266
"58284","chr22",26066281,26067242,74,100,174,261,100
"58285","chr22",26085452,26086591,105,179,321,437,182
"58286","chr22",26090788,26092054,86,160,309,421,145
"58287","chr22",26131083,26132030,74,107,137,227,132
"58288","chr22",26137810,26141162,480,684,1031,1403,472
"58289","chr22",26163916,26164772,107,155,236,371,144
"58290","chr22",26167616,26189479,3423,6633,7099,9220,2979
"58291","chr22",26191579,26207519,1139,2322,2481,2934,1160
"58292","chr22",26208518,26216446,840,2256,1839,2326,831
"58293","chr22",26216848,26249774,3968,8444,9196,11304,4409
"58294","chr22",26251141,26253415,259,454,464,743,272
"58295","chr22",26253858,26259770,534,1016,1288,1787,592
"58296","chr22",26261093,26283076,4010,7379,8782,11612,4157
"58297","chr22",26283883,26286357,182,312,427,607,195
"58298","chr22",26287146,26296778,786,1298,1571,2101,866
"58299","chr22",26301762,26303729,195,316,472,630,248
"58300","chr22",26304898,26307251,179,257,397,415,188
"58301","chr22",26314722,26315709,62,101,148,138,48
"58302","chr22",26316699,26317954,90,192,256,253,113
"58303","chr22",26318429,26323605,467,936,1148,1153,460
"58304","chr22",26325320,26331706,590,943,1023,1267,471
"58305","chr22",26333098,26334325,70,172,148,189,92
"58306","chr22",26334771,26336775,172,205,224,358,175
"58307","chr22",26342649,26346192,345,585,588,864,344
"58308","chr22",26357300,26359141,256,320,494,636,242
"58309","chr22",26359580,26361083,147,206,469,472,182
"58310","chr22",26361580,26362903,117,168,287,286,112
"58311","chr22",26364237,26365131,48,96,144,141,72
"58312","chr22",26369054,26369888,54,42,60,159,56
"58313","chr22",26373842,26374819,91,51,141,163,72
"58314","chr22",26428536,26429832,202,220,267,419,173
"58315","chr22",26437455,26438290,86,72,119,127,91
"58316","chr22",26478887,26481782,608,778,1298,1584,623
"58317","chr22",26482442,26485089,383,441,645,1071,338
"58318","chr22",26489099,26490018,117,139,224,233,115
"58319","chr22",26511976,26512744,67,109,119,232,83
"58320","chr22",26610032,26610848,55,72,106,146,49
"58321","chr22",26626908,26627173,37,18,43,60,37
"58322","chr22",26657360,26657962,49,78,40,77,49
"58323","chr22",26672139,26673568,292,489,446,865,294
"58324","chr22",26748737,26749532,128,114,214,234,144
"58325","chr22",26756862,26757149,50,80,104,151,53
"58326","chr22",26901999,26906072,404,651,951,1095,431
"58327","chr22",26912777,26913229,30,41,115,116,43
"58328","chr22",26931564,26932281,91,159,227,267,118
"58329","chr22",26935270,26935996,33,131,136,142,88
"58330","chr22",26942397,26943924,159,240,403,413,133
"58331","chr22",26952495,26955200,233,662,782,871,262
"58332","chr22",26956186,26957740,292,401,547,683,264
"58333","chr22",27022419,27024275,309,270,413,510,190
"58334","chr22",27031843,27033064,157,275,267,307,122
"58335","chr22",27107092,27107430,28,54,84,74,31
"58336","chr22",27107853,27109348,100,170,355,303,125
"58337","chr22",27110379,27114193,744,886,1257,1451,721
"58338","chr22",27124001,27125143,136,246,324,331,196
"58339","chr22",27128467,27129263,42,98,121,88,59
"58340","chr22",27137726,27138183,26,28,27,45,22
"58341","chr22",27139884,27140505,82,65,104,117,48
"58342","chr22",27180887,27182355,266,254,431,391,227
"58343","chr22",27210143,27210588,22,38,43,63,49
"58344","chr22",27241616,27242537,148,146,260,289,145
"58345","chr22",27247457,27248678,120,183,269,295,147
"58346","chr22",27262095,27263117,61,101,193,248,135
"58347","chr22",27270481,27271154,75,110,149,186,74
"58348","chr22",27272668,27276179,857,891,1513,1744,824
"58349","chr22",27283658,27285168,205,231,702,653,274
"58350","chr22",27297222,27300961,526,664,1286,1301,624
"58351","chr22",27312963,27313868,80,57,175,184,91
"58352","chr22",27331865,27332444,20,52,133,134,44
"58353","chr22",27352381,27352797,73,39,95,60,54
"58354","chr22",27380375,27381879,239,276,346,478,264
"58355","chr22",27581699,27582160,38,10,44,42,28
"58356","chr22",27714970,27715769,99,120,169,202,93
"58357","chr22",27772029,27777132,1022,957,1565,1585,874
"58358","chr22",27778001,27779047,160,173,245,214,142
"58359","chr22",27790703,27791551,122,123,160,127,96
"58360","chr22",27792781,27802565,3363,2360,2759,2811,2218
"58361","chr22",27821143,27821674,92,82,123,119,74
"58362","chr22",27873129,27874781,212,281,371,516,205
"58363","chr22",27876479,27878169,258,392,513,658,276
"58364","chr22",27880278,27882565,376,708,970,1067,333
"58365","chr22",27918470,27919948,324,258,286,468,234
"58366","chr22",28009090,28009849,40,88,143,104,68
"58367","chr22",28019862,28021406,222,435,428,450,195
"58368","chr22",28027242,28027865,66,82,137,165,79
"58369","chr22",28029768,28030723,66,87,105,70,51
"58370","chr22",28032646,28033334,31,66,83,79,29
"58371","chr22",28034056,28035983,255,648,413,478,248
"58372","chr22",28075166,28075933,88,139,162,187,89
"58373","chr22",28146567,28147825,167,148,264,271,103
"58374","chr22",28247389,28248462,119,144,191,315,88
"58375","chr22",28296895,28298598,370,300,464,512,234
"58376","chr22",28329577,28330106,54,66,87,99,33
"58377","chr22",28394698,28394892,21,19,31,34,13
"58378","chr22",28398185,28398692,80,56,82,122,55
"58379","chr22",28408746,28409362,50,28,96,88,40
"58380","chr22",28441476,28443881,475,663,850,1224,442
"58381","chr22",28513964,28515078,240,237,318,432,186
"58382","chr22",28678948,28680293,196,247,234,336,144
"58383","chr22",28741636,28743354,262,238,270,580,188
"58384","chr22",28772326,28773884,483,433,513,786,330
"58385","chr22",28794132,28795297,115,158,180,211,130
"58386","chr22",28798907,28801149,499,340,582,1141,390
"58387","chr22",28818593,28819320,73,56,95,123,56
"58388","chr22",28822689,28823594,171,118,180,292,126
"58389","chr22",28904432,28904888,43,70,78,95,44
"58390","chr22",28916392,28919278,331,420,541,544,266
"58391","chr22",28942881,28943722,69,90,117,133,81
"58392","chr22",28956621,28957291,53,82,101,104,73
"58393","chr22",28958153,28959503,132,390,367,343,178
"58394","chr22",29004812,29005350,54,54,83,82,43
"58395","chr22",29011118,29012291,163,230,281,355,154
"58396","chr22",29096619,29097562,124,118,234,278,124
"58397","chr22",29112946,29114076,114,62,211,155,86
"58398","chr22",29143780,29144322,43,62,97,111,62
"58399","chr22",29147005,29150828,408,578,948,1044,468
"58400","chr22",29176148,29177873,82,219,382,495,200
"58401","chr22",29181944,29186587,1477,1622,2548,3067,1385
"58402","chr22",29187156,29189144,202,368,690,721,309
"58403","chr22",29203883,29218710,1389,3486,4440,5767,1962
"58404","chr22",29223153,29226986,251,437,881,1028,456
"58405","chr22",29245103,29245894,38,61,131,132,42
"58406","chr22",29259137,29261519,126,259,431,445,177
"58407","chr22",29266446,29273124,1223,1632,1589,2683,987
"58408","chr22",29286396,29287273,36,98,99,116,46
"58409","chr22",29290219,29291799,100,144,165,208,81
"58410","chr22",29301887,29303698,179,298,364,369,195
"58411","chr22",29327223,29328572,50,117,174,266,53
"58412","chr22",29346187,29348458,264,470,639,769,328
"58413","chr22",29352829,29354709,289,322,560,778,271
"58414","chr22",29368380,29371299,356,449,856,993,369
"58415","chr22",29387802,29389041,138,175,254,410,111
"58416","chr22",29454128,29454867,111,206,220,237,92
"58417","chr22",29459841,29460219,57,58,52,103,25
"58418","chr22",29503576,29504493,189,217,324,364,167
"58419","chr22",29516743,29518083,113,151,293,175,80
"58420","chr22",29553200,29554708,182,373,390,621,216
"58421","chr22",29580117,29581350,173,189,201,408,142
"58422","chr22",29603047,29604789,289,275,393,687,236
"58423","chr22",29662760,29663898,84,82,174,196,90
"58424","chr22",29673326,29674216,112,185,230,244,129
"58425","chr22",29688176,29690919,181,691,557,610,187
"58426","chr22",29700415,29706843,392,747,816,894,323
"58427","chr22",29715658,29717146,90,222,273,299,112
"58428","chr22",29744773,29745547,60,37,93,106,52
"58429","chr22",29766488,29767850,237,334,331,654,216
"58430","chr22",29777485,29779684,97,376,295,411,146
"58431","chr22",29780332,29789947,1106,2236,2231,2943,1055
"58432","chr22",29798334,29800944,355,696,738,926,410
"58433","chr22",29811707,29812925,177,146,179,157,88
"58434","chr22",29815758,29817287,43,77,138,198,62
"58435","chr22",29825594,29828341,250,410,670,894,312
"58436","chr22",29838076,29838818,83,122,167,305,76
"58437","chr22",29855722,29856514,44,90,193,166,93
"58438","chr22",29871680,29871992,15,41,53,97,44
"58439","chr22",29882831,29884513,327,585,508,923,356
"58440","chr22",29947794,29948370,61,46,125,126,66
"58441","chr22",29969976,29972827,227,395,590,633,286
"58442","chr22",29979528,29981450,253,254,443,438,219
"58443","chr22",29985376,29988515,331,453,692,798,377
"58444","chr22",30003363,30005748,158,290,440,590,194
"58445","chr22",30006889,30008585,130,224,382,473,175
"58446","chr22",30013834,30014281,30,66,105,124,41
"58447","chr22",30018302,30020476,330,470,614,783,300
"58448","chr22",30027869,30030206,421,481,726,862,282
"58449","chr22",30078647,30079336,79,85,158,215,72
"58450","chr22",30079988,30080558,38,69,79,158,40
"58451","chr22",30183801,30184426,76,50,169,106,64
"58452","chr22",30204364,30206127,161,212,522,603,255
"58453","chr22",30208427,30209469,42,54,129,157,38
"58454","chr22",30210143,30210994,36,55,153,175,66
"58455","chr22",30277483,30278672,184,252,395,370,218
"58456","chr22",30288888,30292144,104,272,269,371,140
"58457","chr22",30332288,30333402,97,186,291,354,112
"58458","chr22",30340413,30342223,255,437,417,510,213
"58459","chr22",30356420,30357139,228,262,328,541,254
"58460","chr22",30386762,30387734,37,89,125,156,46
"58461","chr22",30390773,30391991,48,151,197,187,70
"58462","chr22",30396545,30400559,740,1546,1533,2623,867
"58463","chr22",30401725,30402829,96,190,240,304,131
"58464","chr22",30404059,30408059,510,676,983,1258,534
"58465","chr22",30409750,30412088,131,211,310,360,145
"58466","chr22",30416108,30427058,1281,2396,2500,3403,1290
"58467","chr22",30444683,30445529,60,93,123,195,70
"58468","chr22",30542003,30542840,82,164,143,150,122
"58469","chr22",30563275,30567646,798,1259,1645,2192,851
"58470","chr22",30567910,30570402,179,289,401,447,182
"58471","chr22",30570868,30579536,1621,3345,3633,5320,1708
"58472","chr22",30581149,30585037,935,1187,1607,2098,780
"58473","chr22",30591556,30592493,186,201,255,513,167
"58474","chr22",30605879,30607609,305,423,507,752,264
"58475","chr22",30627729,30629402,86,138,244,716,86
"58476","chr22",30634217,30636772,348,448,676,1108,332
"58477","chr22",30650315,30651305,199,203,315,364,178
"58478","chr22",30661587,30661925,18,31,77,63,38
"58479","chr22",30693888,30696575,323,628,635,1061,351
"58480","chr22",30779833,30780446,77,101,142,186,125
"58481","chr22",30871967,30872787,88,93,102,133,93
"58482","chr22",30946872,30948456,229,173,315,415,198
"58483","chr22",30954496,30955628,97,76,154,218,70
"58484","chr22",30968585,30969925,334,373,272,631,213
"58485","chr22",31055402,31055884,57,53,73,98,60
"58486","chr22",31080764,31081779,30,74,105,207,47
"58487","chr22",31083314,31087878,608,1010,1352,1702,663
"58488","chr22",31092144,31095184,378,903,929,1146,473
"58489","chr22",31105881,31108165,58,180,255,396,128
"58490","chr22",31159896,31161010,123,231,251,408,60
"58491","chr22",31169823,31170120,37,43,65,71,26
"58492","chr22",31284415,31285479,104,69,174,194,78
"58493","chr22",31289807,31293015,506,848,834,1765,481
"58494","chr22",31333692,31334400,92,89,168,161,106
"58495","chr22",31338889,31341939,226,288,358,490,183
"58496","chr22",31342341,31348125,1283,1660,1721,2488,1098
"58497","chr22",31398845,31400561,344,399,510,786,278
"58498","chr22",31439572,31440518,64,113,173,172,94
"58499","chr22",31488903,31491219,660,695,615,1061,473
"58500","chr22",31495740,31496713,197,252,258,423,132
"58501","chr22",31575080,31575841,15,20,41,43,4
"58502","chr22",31622465,31628268,1009,1656,1993,2589,1145
"58503","chr22",31630002,31631881,197,279,385,568,188
"58504","chr22",31637574,31638088,37,56,86,62,37
"58505","chr22",31661738,31662684,70,63,89,199,54
"58506","chr22",31715169,31717157,367,353,510,695,205
"58507","chr22",31722813,31724613,202,312,505,634,200
"58508","chr22",31728052,31730989,277,391,426,734,230
"58509","chr22",31748960,31750778,243,347,432,644,188
"58510","chr22",31752635,31755091,429,566,771,1168,339
"58511","chr22",31835291,31835862,46,55,95,116,59
"58512","chr22",31840170,31841982,331,309,456,499,269
"58513","chr22",31853307,31854388,76,111,197,206,104
"58514","chr22",31855902,31856446,47,66,138,152,67
"58515","chr22",31891081,31894653,559,773,1384,1695,606
"58516","chr22",31897513,31899987,528,740,942,1439,427
"58517","chr22",31929123,31930132,113,165,256,332,99
"58518","chr22",31943658,31947248,558,804,880,1481,521
"58519","chr22",31949711,31950892,121,136,231,287,157
"58520","chr22",31970502,31971092,40,48,88,120,47
"58521","chr22",32078742,32080389,221,251,516,588,227
"58522","chr22",32103909,32104534,55,61,92,160,49
"58523","chr22",32225919,32227329,292,277,537,673,212
"58524","chr22",32232931,32233543,73,46,106,112,67
"58525","chr22",32280437,32281816,176,257,358,387,121
"58526","chr22",32304543,32305047,56,60,91,84,14
"58527","chr22",32336523,32337361,65,64,100,88,73
"58528","chr22",32411084,32412620,158,166,189,320,109
"58529","chr22",32468365,32468801,51,66,75,112,56
"58530","chr22",32469392,32470490,58,38,93,129,47
"58531","chr22",32473324,32481333,1152,1806,1566,5469,1225
"58532","chr22",32481794,32489569,628,914,1303,3275,578
"58533","chr22",32500910,32502872,267,416,502,1007,267
"58534","chr22",32507925,32511692,152,88,179,298,66
"58535","chr22",32521066,32523085,91,94,161,280,84
"58536","chr22",32527836,32529746,256,318,382,930,211
"58537","chr22",32531978,32532564,38,56,127,173,90
"58538","chr22",32533903,32534991,114,121,189,312,99
"58539","chr22",32555272,32556127,101,82,103,145,84
"58540","chr22",32575312,32577284,185,233,317,418,151
"58541","chr22",32616119,32616749,112,97,147,200,87
"58542","chr22",32617298,32619217,129,194,237,274,110
"58543","chr22",32621532,32624558,184,232,338,492,150
"58544","chr22",32661003,32662282,115,188,305,423,163
"58545","chr22",32668436,32669355,128,171,282,377,148
"58546","chr22",32671764,32673704,317,443,575,874,269
"58547","chr22",32700693,32701602,136,79,161,232,59
"58548","chr22",32733425,32733994,61,60,116,129,32
"58549","chr22",32760229,32761937,42,116,66,59,27
"58550","chr22",32788897,32789412,82,73,95,134,66
"58551","chr22",32794592,32797530,174,276,399,632,195
"58552","chr22",32800780,32805569,324,738,1011,1671,432
"58553","chr22",32822282,32825959,641,874,1104,1513,599
"58554","chr22",32827838,32830552,233,318,451,714,233
"58555","chr22",32850178,32851839,72,292,413,561,164
"58556","chr22",32862874,32864110,68,164,116,215,112
"58557","chr22",32880308,32882334,297,448,482,886,342
"58558","chr22",32893370,32894469,159,200,325,438,171
"58559","chr22",32902687,32906690,464,684,1128,1455,445
"58560","chr22",32908802,32911780,297,456,825,1163,395
"58561","chr22",32913368,32914168,54,90,133,242,74
"58562","chr22",32916762,32918813,388,511,793,1055,356
"58563","chr22",32919828,32921086,150,255,486,607,213
"58564","chr22",32951933,32952313,49,74,55,108,36
"58565","chr22",32960514,32962700,326,438,597,786,326
"58566","chr22",32985378,32987499,167,238,460,574,204
"58567","chr22",32990913,32997034,759,1384,2177,2908,1046
"58568","chr22",32999736,33001554,99,191,268,443,119
"58569","chr22",33027539,33029091,262,376,543,704,277
"58570","chr22",33030774,33031526,68,49,156,156,58
"58571","chr22",33037611,33038718,196,254,284,450,193
"58572","chr22",33048474,33049995,160,167,248,483,155
"58573","chr22",33051624,33052655,100,106,202,294,52
"58574","chr22",33054148,33058677,688,595,797,1674,476
"58575","chr22",33081159,33082901,562,198,350,612,300
"58576","chr22",33268744,33273345,1041,1344,2019,2664,955
"58577","chr22",33287139,33287839,83,76,150,227,69
"58578","chr22",33301968,33303504,118,160,325,404,116
"58579","chr22",33334809,33335577,51,45,141,121,66
"58580","chr22",33442111,33442757,42,87,258,185,47
"58581","chr22",33487310,33487820,58,53,68,89,64
"58582","chr22",33492125,33493044,98,122,188,147,77
"58583","chr22",33519236,33519851,50,63,134,99,33
"58584","chr22",33536072,33536586,37,58,129,127,47
"58585","chr22",33538179,33539464,80,217,294,363,122
"58586","chr22",33539917,33540963,130,202,364,352,166
"58587","chr22",33563445,33564026,65,37,52,39,58
"58588","chr22",33653932,33654752,81,84,180,210,98
"58589","chr22",33658845,33659187,49,35,81,108,41
"58590","chr22",33680505,33680949,67,41,100,94,65
"58591","chr22",33710031,33710837,103,112,133,113,78
"58592","chr22",33768910,33770210,115,186,267,320,143
"58593","chr22",33832279,33833028,89,89,206,170,78
"58594","chr22",33835103,33835678,55,65,96,130,48
"58595","chr22",33848095,33848653,35,64,90,128,48
"58596","chr22",33851781,33852422,67,81,122,148,62
"58597","chr22",33852935,33855212,915,1034,1530,1760,925
"58598","chr22",33873305,33873684,49,46,82,83,39
"58599","chr22",33875323,33875859,39,54,70,90,70
"58600","chr22",33908102,33909635,288,307,500,562,248
"58601","chr22",33918337,33923728,1051,1637,1645,2602,968
"58602","chr22",34210202,34210896,89,120,194,201,79
"58603","chr22",34833885,34834468,125,91,210,164,100
"58604","chr22",35257215,35258567,523,481,473,713,449
"58605","chr22",35292973,35293489,35,55,98,121,61
"58606","chr22",35294124,35296299,309,440,738,920,324
"58607","chr22",35298871,35300811,292,447,585,1222,284
"58608","chr22",35348350,35351889,465,843,1117,1386,535
"58609","chr22",35362030,35363297,92,98,510,383,167
"58610","chr22",35372152,35372396,11,18,14,51,20
"58611","chr22",35375062,35375850,83,31,146,139,86
"58612","chr22",35376663,35377894,53,76,186,217,89
"58613","chr22",35380748,35381321,45,84,108,170,75
"58614","chr22",35396662,35397114,44,44,57,72,56
"58615","chr22",35399546,35399891,93,69,103,156,54
"58616","chr22",35430143,35432938,194,523,795,984,275
"58617","chr22",35435175,35435861,93,86,144,128,60
"58618","chr22",35436309,35437036,70,78,177,169,54
"58619","chr22",35457711,35459502,180,418,558,623,216
"58620","chr22",35460723,35461132,21,29,61,58,24
"58621","chr22",35464780,35469939,505,996,787,870,327
"58622","chr22",35525219,35525928,86,218,237,236,86
"58623","chr22",35531285,35532408,67,186,227,200,51
"58624","chr22",35535587,35536885,65,51,97,131,32
"58625","chr22",35548991,35549826,87,110,141,200,77
"58626","chr22",35560342,35560854,20,60,61,81,36
"58627","chr22",35572899,35573817,43,132,151,176,87
"58628","chr22",35592533,35593231,40,110,248,182,64
"58629","chr22",35603718,35609745,1604,3022,3101,3727,1443
"58630","chr22",35611646,35612784,75,172,189,289,98
"58631","chr22",35621768,35623387,113,382,536,600,242
"58632","chr22",35638042,35639192,104,220,345,396,157
"58633","chr22",35647827,35649345,434,753,1079,1322,561
"58634","chr22",35766199,35767186,119,63,119,182,93
"58635","chr22",35817535,35818033,44,85,104,104,64
"58636","chr22",35836345,35836635,23,33,37,53,36
"58637","chr22",35838656,35840113,108,114,200,286,110
"58638","chr22",35866581,35867003,40,51,74,98,62
"58639","chr22",35876412,35876766,47,39,72,80,37
"58640","chr22",35891879,35893911,212,154,402,383,165
"58641","chr22",35894365,35895708,121,172,261,296,118
"58642","chr22",35900395,35901211,50,57,99,142,48
"58643","chr22",35913753,35916637,874,1375,1459,1778,634
"58644","chr22",35917425,35919367,109,174,258,326,126
"58645","chr22",35935812,35937446,275,294,366,435,217
"58646","chr22",35961507,35963561,211,241,396,501,169
"58647","chr22",35965111,35966070,117,121,223,317,105
"58648","chr22",35970848,35973203,256,288,473,537,235
"58649","chr22",35973860,35974861,64,77,92,134,50
"58650","chr22",35981899,35983331,182,197,232,337,160
"58651","chr22",35985454,35989181,328,483,617,802,255
"58652","chr22",36014995,36017322,225,294,327,459,198
"58653","chr22",36017625,36018291,62,85,113,163,84
"58654","chr22",36026295,36029492,658,975,1031,1630,619
"58655","chr22",36065183,36066470,231,350,365,557,246
"58656","chr22",36076626,36078180,309,401,436,583,255
"58657","chr22",36091765,36092114,44,52,93,118,44
"58658","chr22",36123692,36124425,81,125,219,317,98
"58659","chr22",36147231,36147966,24,60,72,64,54
"58660","chr22",36154332,36158437,201,428,741,770,284
"58661","chr22",36191183,36191974,102,104,129,175,59
"58662","chr22",36197588,36197763,13,27,64,50,30
"58663","chr22",36237592,36240226,438,668,772,881,374
"58664","chr22",36253513,36255651,144,288,370,592,178
"58665","chr22",36281111,36283049,63,88,109,151,82
"58666","chr22",36331546,36333364,107,79,112,121,58
"58667","chr22",36334283,36337835,771,920,1071,1430,536
"58668","chr22",36340831,36345026,294,172,320,380,144
"58669","chr22",36354864,36355606,33,24,75,47,23
"58670","chr22",36358365,36359492,186,147,229,268,124
"58671","chr22",36384810,36387197,235,283,337,410,199
"58672","chr22",36388349,36388704,33,30,45,96,20
"58673","chr22",36419186,36419710,27,69,75,73,28
"58674","chr22",36480850,36482432,408,534,627,1082,345
"58675","chr22",36506712,36507698,176,275,278,487,142
"58676","chr22",36528385,36529964,350,380,451,786,293
"58677","chr22",36585718,36586704,54,26,132,182,52
"58678","chr22",36595788,36596666,78,112,194,183,89
"58679","chr22",36659161,36661004,275,481,573,660,270
"58680","chr22",36671363,36672249,91,140,152,207,109
"58681","chr22",36675240,36676307,102,243,258,234,77
"58682","chr22",36699863,36704912,621,1489,1513,2166,690
"58683","chr22",36710714,36711436,28,75,135,197,55
"58684","chr22",36722283,36723549,174,274,348,455,236
"58685","chr22",36733979,36734601,19,35,78,68,35
"58686","chr22",36757338,36758159,68,106,155,155,76
"58687","chr22",36763772,36766789,324,555,1155,1228,561
"58688","chr22",36775399,36777076,262,331,441,839,216
"58689","chr22",36786014,36788516,218,532,552,758,322
"58690","chr22",36796580,36796925,36,41,33,44,17
"58691","chr22",36806667,36807475,120,161,210,246,100
"58692","chr22",36855945,36856460,50,93,158,162,47
"58693","chr22",36971297,36972037,14,82,156,182,18
"58694","chr22",36977785,36978468,39,76,120,214,59
"58695","chr22",36997497,36998620,72,94,126,199,72
