"","chromosome","start","end","Infant_MO1","Infant_MO2","Infant_MO3","Infant_MO4","Infant_MO5"
"36704","chr12",123501449,123502988,392,355,467,784,376
"36705","chr12",123503673,123505026,94,114,157,170,67
"36706","chr12",123513378,123514350,74,94,112,123,47
"36707","chr12",123517609,123518206,83,104,91,156,87
"36708","chr12",123518769,123520020,167,172,168,287,127
"36709","chr12",123530190,123534717,759,746,960,1336,562
"36710","chr12",123583330,123585025,300,265,249,620,228
"36711","chr12",123601467,123602935,174,285,207,550,165
"36712","chr12",123616292,123617844,376,345,352,621,273
"36713","chr12",123633285,123634107,77,132,142,345,120
"36714","chr12",123712022,123712563,54,54,64,186,64
"36715","chr12",123725834,123726956,89,144,232,361,144
"36716","chr12",123807041,123808172,152,110,215,359,150
"36717","chr12",123815120,123816936,374,339,700,1125,416
"36718","chr12",123860183,123860821,64,74,76,147,75
"36719","chr12",123895169,123896059,100,101,126,259,108
"36720","chr12",123907596,123909823,130,121,162,269,102
"36721","chr12",123944694,123949656,1120,794,1125,2113,928
"36722","chr12",123971560,123974767,430,593,509,1382,581
"36723","chr12",123983498,123987325,438,389,492,970,319
"36724","chr12",123991276,123993203,85,160,155,284,107
"36725","chr12",123994576,124000141,663,1142,1618,2875,911
"36726","chr12",124005380,124006461,140,149,171,309,120
"36727","chr12",124018406,124019232,103,58,129,207,95
"36728","chr12",124020662,124021403,50,106,134,148,58
"36729","chr12",124036556,124037432,95,56,133,232,74
"36730","chr12",124045138,124046953,819,729,1175,1816,889
"36731","chr12",124097632,124100022,538,499,884,1341,568
"36732","chr12",124100780,124101221,33,58,59,95,42
"36733","chr12",124277905,124280297,465,441,451,810,463
"36734","chr12",124320987,124322072,161,58,106,224,88
"36735","chr12",124325925,124329050,416,268,258,525,261
"36736","chr12",124337361,124337933,74,63,75,118,51
"36737","chr12",124340562,124342265,422,216,193,431,217
"36738","chr12",124348273,124348727,74,45,59,80,33
"36739","chr12",124352527,124353485,116,107,131,209,95
"36740","chr12",124359463,124360381,170,54,89,148,63
"36741","chr12",124362664,124373018,3404,2047,2763,4997,2717
"36742","chr12",124379823,124380988,150,102,118,196,102
"36743","chr12",124381588,124382864,126,117,186,270,114
"36744","chr12",124386996,124390012,470,231,356,721,325
"36745","chr12",124391629,124400774,1514,884,1258,2270,1124
"36746","chr12",124401977,124407956,749,382,558,1058,520
"36747","chr12",124410220,124417482,1137,827,1044,1450,898
"36748","chr12",124418739,124419152,65,37,48,53,25
"36749","chr12",124420467,124423799,392,286,427,683,341
"36750","chr12",124449333,124452325,456,254,332,477,302
"36751","chr12",124452894,124458562,1137,685,1061,1593,909
"36752","chr12",124461397,124464836,451,327,565,982,394
"36753","chr12",124466005,124466939,154,100,128,254,99
"36754","chr12",124470261,124482156,3029,2497,3289,5885,2734
"36755","chr12",124484035,124489894,1195,739,1094,1831,986
"36756","chr12",124490015,124505322,3329,2153,3061,5855,2991
"36757","chr12",124505955,124520698,3207,3437,4580,8246,3396
"36758","chr12",124520805,124523759,354,432,406,643,303
"36759","chr12",124525097,124526572,153,154,201,314,125
"36760","chr12",124527800,124528785,180,150,165,305,190
"36761","chr12",124531041,124533488,491,314,349,616,374
"36762","chr12",124536449,124540423,1181,811,978,1808,1074
"36763","chr12",124541100,124546861,926,436,596,853,552
"36764","chr12",124548449,124552537,683,430,540,808,502
"36765","chr12",124554584,124555620,171,129,113,174,103
"36766","chr12",124556318,124558963,834,642,712,1109,628
"36767","chr12",124563202,124568648,916,875,988,1899,833
"36768","chr12",124650623,124657380,1254,1260,1742,2278,1370
"36769","chr12",124660851,124665237,1237,855,1532,1564,859
"36770","chr12",124672937,124676620,1025,811,1119,1764,736
"36771","chr12",124678349,124680249,372,220,370,399,212
"36772","chr12",124684394,124685530,150,152,211,321,156
"36773","chr12",124687885,124688605,109,50,110,176,101
"36774","chr12",124696684,124701438,1469,1314,1894,2757,1347
"36775","chr12",124717172,124718427,156,78,159,211,148
"36776","chr12",124718971,124719545,66,33,82,81,61
"36777","chr12",124720238,124722634,313,289,496,539,283
"36778","chr12",124725823,124727765,204,241,264,420,190
"36779","chr12",124740594,124741503,155,145,127,200,150
"36780","chr12",124742183,124748002,930,1224,1594,2691,963
"36781","chr12",124749653,124753845,306,220,377,431,210
"36782","chr12",124754481,124756222,146,270,235,357,151
"36783","chr12",124758060,124760393,195,174,252,402,178
"36784","chr12",124766768,124767357,36,65,94,149,39
"36785","chr12",124774468,124775123,43,56,65,116,65
"36786","chr12",124786517,124786972,32,62,43,147,38
"36787","chr12",124792307,124794195,445,181,180,369,289
"36788","chr12",124833563,124835123,235,125,96,170,131
"36789","chr12",124836881,124839409,595,494,484,497,406
"36790","chr12",124841325,124843359,603,408,421,538,429
"36791","chr12",124846313,124849206,909,958,1001,1576,824
"36792","chr12",124856374,124858456,382,163,270,316,239
"36793","chr12",124860083,124864484,1283,1014,1552,2288,1209
"36794","chr12",124904431,124905344,56,95,90,142,69
"36795","chr12",124979358,124980081,85,65,79,117,34
"36796","chr12",124988229,124990784,212,241,311,615,235
"36797","chr12",125015342,125016677,538,335,404,612,398
"36798","chr12",125019343,125020041,83,84,79,181,60
"36799","chr12",125049102,125051358,524,295,349,635,365
"36800","chr12",125065006,125065810,68,94,80,217,81
"36801","chr12",125069608,125070118,58,69,80,95,44
"36802","chr12",125092561,125093793,193,149,146,178,117
"36803","chr12",125245617,125246761,245,189,151,213,153
"36804","chr12",125249293,125250271,177,78,96,110,114
"36805","chr12",125329481,125330238,180,84,84,124,86
"36806","chr12",125330868,125331623,100,127,101,267,143
"36807","chr12",125339709,125342061,690,473,618,730,501
"36808","chr12",125343637,125344824,177,90,118,186,107
"36809","chr12",125346485,125347846,303,202,305,398,296
"36810","chr12",125349786,125351174,305,152,145,280,188
"36811","chr12",125353989,125355834,320,139,114,179,168
"36812","chr12",125373447,125377363,725,316,288,308,469
"36813","chr12",125380098,125385584,1385,558,716,633,1063
"36814","chr12",125402074,125404017,309,83,109,152,124
"36815","chr12",125411187,125413757,881,533,642,680,635
"36816","chr12",125424531,125425116,153,50,62,97,108
"36817","chr12",125427443,125433449,2293,443,988,1429,1491
"36818","chr12",125434253,125438634,1147,270,513,849,844
"36819","chr12",125440452,125444247,1131,397,751,971,902
"36820","chr12",125451765,125463860,3393,3572,4642,6888,3411
"36821","chr12",125469412,125472521,767,286,415,629,538
"36822","chr12",125497564,125501741,631,261,416,563,476
"36823","chr12",125508248,125510583,565,262,334,511,448
"36824","chr12",125512303,125513654,238,108,164,181,152
"36825","chr12",125524813,125526952,287,196,193,298,183
"36826","chr12",125527366,125532122,1131,1452,1911,3120,1266
"36827","chr12",125532897,125534029,116,163,201,407,135
"36828","chr12",125537904,125539199,233,171,229,258,193
"36829","chr12",125550816,125553040,448,160,256,324,322
"36830","chr12",125567130,125568463,186,118,160,113,125
"36831","chr12",125573438,125575042,308,159,255,275,288
"36832","chr12",125583104,125584297,215,102,175,154,184
"36833","chr12",125596068,125597327,241,83,122,124,225
"36834","chr12",125889201,125891152,473,370,593,850,347
"36835","chr12",126676325,126676887,100,88,90,70,71
"36836","chr12",127083095,127084200,231,109,153,231,109
"36837","chr12",127144738,127146400,181,119,164,138,135
"36838","chr12",127161975,127162515,128,52,104,90,81
"36839","chr12",127165911,127166530,89,86,86,213,108
"36840","chr12",127803338,127803853,65,71,126,140,57
"36841","chr12",127829489,127830608,133,118,286,347,176
"36842","chr12",127836635,127838505,317,275,558,586,301
"36843","chr12",127880570,127883177,714,792,1393,1563,818
"36844","chr12",128203952,128204610,214,116,140,135,140
"36845","chr12",128259107,128260426,49,133,258,239,78
"36846","chr12",128264922,128266834,44,134,167,144,59
"36847","chr12",128314471,128316946,120,120,314,275,112
"36848","chr12",128317895,128319323,106,128,304,294,120
"36849","chr12",128365007,128366551,115,149,281,404,124
"36850","chr12",128380754,128384788,389,556,1072,1105,485
"36851","chr12",128449490,128451525,203,154,385,398,138
"36852","chr12",128651537,128652908,66,121,78,81,30
"36853","chr12",128684213,128684985,103,80,60,111,68
"36854","chr12",128798839,128799605,81,71,93,97,57
"36855","chr12",128809321,128812096,256,360,340,477,243
"36856","chr12",128817228,128818959,169,222,210,308,136
"36857","chr12",128820671,128821721,114,93,129,166,76
"36858","chr12",128823313,128824663,164,161,122,409,171
"36859","chr12",129676198,129676964,80,56,101,238,119
"36860","chr12",129910744,129911861,82,148,202,343,102
"36861","chr12",129949558,129950376,126,146,122,193,105
"36862","chr12",130013729,130014561,42,81,54,120,48
"36863","chr12",130015814,130020106,804,978,922,1816,586
"36864","chr12",130254315,130255389,281,389,503,655,394
"36865","chr12",130832576,130833368,148,97,136,197,90
"36866","chr12",130836743,130837293,43,41,57,99,33
"36867","chr12",130837821,130839793,94,160,186,371,120
"36868","chr12",130870334,130872906,353,378,326,788,364
"36869","chr12",130925427,130926261,159,100,103,159,115
"36870","chr12",130983520,130984456,239,119,107,202,162
"36871","chr12",131345269,131345549,32,47,36,74,30
"36872","chr12",131611516,131625549,1487,2676,2252,4251,2351
"36873","chr12",131694188,131695407,296,122,94,420,301
"36874","chr12",131710480,131711473,373,376,181,590,319
"36875","chr12",131735158,131742196,974,1818,1823,2903,1229
"36876","chr12",131747886,131752118,406,478,508,761,349
"36877","chr12",131752465,131753137,45,33,30,58,26
"36878","chr12",131765725,131766716,49,46,70,116,30
"36879","chr12",131783872,131784998,69,94,56,158,56
"36880","chr12",131792487,131796615,340,582,625,902,350
"36881","chr12",131825025,131826799,36,60,30,85,28
"36882","chr12",131829816,131831730,55,135,100,230,66
"36883","chr12",131893633,131894871,41,107,114,242,80
"36884","chr12",131895641,131897192,126,230,325,609,188
"36885","chr12",131928771,131929417,33,54,56,117,46
"36886","chr12",131949511,131950179,49,83,64,210,67
"36887","chr12",132013064,132013563,86,67,54,96,45
"36888","chr12",132028951,132032306,453,596,681,892,342
"36889","chr12",132144156,132144935,57,70,36,160,70
"36890","chr12",132505633,132507583,202,165,224,465,137
"36891","chr12",132510312,132515435,533,821,845,1504,508
"36892","chr12",132517074,132518248,223,289,310,497,195
"36893","chr12",132523780,132526462,293,352,328,669,308
"36894","chr12",132530173,132530597,44,30,64,60,32
"36895","chr12",132566232,132567067,98,102,70,156,70
"36896","chr12",132710098,132711057,71,114,75,244,102
"36897","chr12",132760958,132762722,289,392,261,684,316
"36898","chr12",132783023,132783546,133,72,120,161,72
"36899","chr12",132828495,132829377,151,354,268,607,267
"36900","chr12",132886868,132888416,530,400,426,937,421
"36901","chr12",132908031,132908948,68,41,72,229,68
"36902","chr12",132954942,132956834,392,460,309,916,420
"36903","chr12",132985885,132986701,213,242,255,617,298
"36904","chr12",133037042,133038204,381,364,253,705,406
"36905","chr12",133079673,133081547,814,742,995,1754,909
"36906","chr12",133129727,133131768,458,455,524,1324,577
"36907","chr12",133181157,133181856,97,94,86,234,90
"36908","chr13",18454010,18455409,45,146,374,395,184
"36909","chr13",19415641,19416425,88,94,146,205,116
"36910","chr13",19632969,19634984,445,465,440,1082,429
"36911","chr13",19664962,19666698,182,138,200,275,153
"36912","chr13",19685263,19685958,137,53,118,98,75
"36913","chr13",19735094,19736042,133,142,122,195,86
"36914","chr13",19781504,19783876,383,480,428,1071,400
"36915","chr13",19845339,19846608,197,99,176,202,102
"36916","chr13",19860687,19865532,2555,1887,2054,3399,2402
"36917","chr13",19957028,19962324,2464,2528,2420,4171,2574
"36918","chr13",19984496,19986314,255,140,188,203,117
"36919","chr13",19986972,19991872,1136,482,569,918,532
"36920","chr13",19995788,19996176,80,52,65,84,48
"36921","chr13",20000481,20006163,873,779,789,947,504
"36922","chr13",20030775,20032461,406,236,272,435,239
"36923","chr13",20034803,20035278,85,60,64,94,39
"36924","chr13",20048898,20051161,503,276,478,528,367
"36925","chr13",20051835,20057057,926,641,753,988,571
"36926","chr13",20118291,20120654,247,198,245,328,158
"36927","chr13",20121250,20121743,8,12,21,36,6
"36928","chr13",20122667,20128574,382,441,698,773,400
"36929","chr13",20354565,20355516,236,91,181,230,182
"36930","chr13",20363673,20364318,244,73,116,152,104
"36931","chr13",20441115,20443086,188,110,292,604,154
"36932","chr13",20464497,20466818,211,109,348,753,160
"36933","chr13",20469208,20471173,160,89,259,442,128
"36934","chr13",20472410,20474493,236,90,319,651,157
"36935","chr13",20480622,20481328,67,58,85,148,32
"36936","chr13",20487349,20488407,86,70,149,218,92
"36937","chr13",20491908,20497308,523,432,809,1338,456
"36938","chr13",20506482,20506950,37,62,63,81,37
"36939","chr13",20514092,20515927,237,249,381,673,215
"36940","chr13",20518082,20519458,160,217,252,422,148
"36941","chr13",20521249,20522803,185,161,235,321,147
"36942","chr13",20523166,20527277,1155,1152,1659,2639,1252
"36943","chr13",20547552,20549168,160,150,243,295,132
"36944","chr13",20550348,20556048,2415,2587,3782,5323,2498
"36945","chr13",20557820,20558249,115,69,96,143,77
"36946","chr13",20561087,20562226,208,108,158,230,135
"36947","chr13",20563291,20564486,149,94,129,152,99
"36948","chr13",20565542,20568649,1208,1221,1420,2602,1193
"36949","chr13",20572738,20573834,126,111,141,223,97
"36950","chr13",20607803,20610605,1022,736,1416,1342,959
"36951","chr13",20628039,20628698,122,53,108,152,78
"36952","chr13",20636632,20638006,76,84,140,89,44
"36953","chr13",20667831,20669211,372,151,247,216,184
"36954","chr13",20672875,20674516,403,259,449,566,316
"36955","chr13",20678269,20679256,269,152,208,201,221
"36956","chr13",20702415,20705217,272,269,382,519,276
"36957","chr13",20713631,20714185,48,34,59,85,40
"36958","chr13",20773157,20774243,259,272,244,582,248
"36959","chr13",20828509,20829253,81,90,144,198,73
"36960","chr13",20831443,20832512,257,105,164,276,196
"36961","chr13",20843145,20843513,99,36,91,107,63
"36962","chr13",20902079,20903369,332,271,281,573,309
"36963","chr13",21061254,21061540,39,42,30,58,36
"36964","chr13",21140007,21141391,196,201,223,607,211
"36965","chr13",21176622,21177558,174,224,196,472,189
"36966","chr13",21234283,21235118,161,112,134,161,114
"36967","chr13",21296312,21298611,308,644,636,1238,260
"36968","chr13",21314478,21315279,206,94,113,190,113
"36969","chr13",21318457,21319402,79,146,235,183,30
"36970","chr13",21320839,21323696,451,363,722,696,286
"36971","chr13",21325992,21328044,187,293,277,469,163
"36972","chr13",21393925,21395099,68,57,130,195,55
"36973","chr13",21399489,21400747,99,145,222,362,70
"36974","chr13",21401303,21403583,116,169,303,395,78
"36975","chr13",21410202,21410800,28,73,106,138,34
"36976","chr13",21411161,21413263,301,332,532,705,263
"36977","chr13",21417754,21423276,297,458,879,1240,375
"36978","chr13",21425904,21426424,29,49,85,96,37
"36979","chr13",21430233,21437754,913,1665,2710,4069,1342
"36980","chr13",21442232,21447145,434,543,1024,1406,462
"36981","chr13",21449252,21450608,74,149,233,335,94
"36982","chr13",21457620,21460314,185,462,535,1159,296
"36983","chr13",21460425,21464666,222,733,674,1127,354
"36984","chr13",21465171,21467348,67,221,230,409,80
"36985","chr13",21474871,21478100,391,1242,1287,2191,589
"36986","chr13",21603448,21604710,463,518,425,937,504
"36987","chr13",22451234,22451885,71,98,86,110,45
"36988","chr13",22716870,22717813,104,152,117,148,93
"36989","chr13",22773465,22774022,115,59,70,88,86
"36990","chr13",23330328,23331156,190,107,137,210,131
"36991","chr13",23344997,23345502,114,74,86,180,88
"36992","chr13",23374979,23376747,103,218,311,598,185
"36993","chr13",23377525,23378445,67,117,144,240,80
"36994","chr13",23379746,23382430,314,272,448,659,250
"36995","chr13",23391792,23393427,584,365,621,922,482
"36996","chr13",23432399,23433924,257,244,350,564,243
"36997","chr13",23466064,23467283,70,232,150,348,114
"36998","chr13",23637967,23641385,226,284,537,589,216
"36999","chr13",23763177,23763863,165,73,146,149,74
"37000","chr13",23822300,23823358,116,225,223,230,113
"37001","chr13",23873103,23874841,172,288,370,459,172
"37002","chr13",23880662,23886438,813,1052,1795,2292,1089
"37003","chr13",23887019,23890534,337,430,655,963,360
"37004","chr13",23963340,23967346,994,811,1456,1503,960
"37005","chr13",23969594,23970175,62,29,68,116,50
"37006","chr13",23979180,23981671,237,259,254,646,257
"37007","chr13",23982859,23987262,351,239,319,417,286
"37008","chr13",23988312,23996260,2077,1972,2572,4514,2237
"37009","chr13",24003218,24007470,1184,758,1112,1648,1061
"37010","chr13",24020152,24022281,302,229,346,641,339
"37011","chr13",24022489,24023116,72,67,109,144,74
"37012","chr13",24024029,24025452,194,143,162,295,208
"37013","chr13",24032845,24046393,5019,5813,6750,10199,5184
"37014","chr13",24048707,24054613,1317,1257,1869,3075,1379
"37015","chr13",24058810,24060684,281,363,418,748,363
"37016","chr13",24062834,24064669,188,134,225,308,151
"37017","chr13",24075554,24078217,301,542,785,902,410
"37018","chr13",24079194,24080306,76,93,136,170,96
"37019","chr13",24083523,24084485,83,106,136,319,96
"37020","chr13",24105588,24108512,485,315,652,873,499
"37021","chr13",24109712,24110590,183,140,156,264,185
"37022","chr13",24148510,24149200,189,68,102,142,75
"37023","chr13",24157685,24171244,1391,1805,2604,4806,2008
"37024","chr13",24175049,24176977,205,170,220,371,181
"37025","chr13",24179548,24181259,201,113,210,348,179
"37026","chr13",24182100,24188019,930,777,1169,1631,820
"37027","chr13",24192005,24195326,489,429,555,671,428
"37028","chr13",24198442,24201300,542,381,486,744,459
"37029","chr13",24201999,24204266,453,318,473,697,405
"37030","chr13",24207549,24209131,247,221,249,339,168
"37031","chr13",24211644,24227961,3272,4267,5783,8435,3523
"37032","chr13",24228325,24230904,233,254,326,390,218
"37033","chr13",24232032,24234047,294,210,225,349,217
"37034","chr13",24240539,24241401,107,62,133,151,84
"37035","chr13",24244929,24245202,39,52,66,68,51
"37036","chr13",24251126,24251389,60,22,52,68,39
"37037","chr13",24263280,24265388,166,222,240,423,156
"37038","chr13",24270004,24273298,429,582,806,1359,501
"37039","chr13",24274470,24275113,29,34,36,62,46
"37040","chr13",24280186,24283151,243,223,328,455,209
"37041","chr13",24307138,24307888,147,95,119,154,104
"37042","chr13",24502719,24503505,108,80,61,91,73
"37043","chr13",24511573,24513344,276,296,298,545,307
"37044","chr13",24684130,24685267,136,121,131,196,132
"37045","chr13",24922660,24923556,130,153,100,342,138
"37046","chr13",24944055,24944928,58,75,48,77,107
"37047","chr13",24962737,24963283,104,89,65,82,105
"37048","chr13",24967917,24968946,78,158,134,251,146
"37049","chr13",24981306,24983215,88,119,94,247,172
"37050","chr13",24983779,24985245,148,188,245,440,210
"37051","chr13",25026330,25026892,55,75,234,205,49
"37052","chr13",25028902,25030179,171,177,210,550,93
"37053","chr13",25045868,25048015,99,120,148,438,102
"37054","chr13",25083004,25086066,80,450,674,1127,241
"37055","chr13",25112441,25113220,52,114,125,99,62
"37056","chr13",25113950,25114965,50,165,257,303,110
"37057","chr13",25136877,25138006,91,175,159,305,77
"37058","chr13",25143165,25144836,219,257,325,418,200
"37059","chr13",25147692,25148372,33,68,61,83,52
"37060","chr13",25148785,25158663,840,1449,1804,2245,893
"37061","chr13",25159892,25182507,5156,5794,7997,13024,4912
"37062","chr13",25187509,25201036,4176,5531,7410,9617,4528
"37063","chr13",25201969,25204388,276,724,755,848,522
"37064","chr13",25210190,25212505,118,209,313,424,190
"37065","chr13",25214471,25215117,100,67,101,188,109
"37066","chr13",25216729,25218219,252,280,402,569,303
"37067","chr13",25232383,25235051,195,452,597,983,274
"37068","chr13",25236814,25237717,64,98,138,228,99
"37069","chr13",25240868,25241391,101,67,153,200,65
"37070","chr13",25247934,25251022,558,785,1170,1685,656
"37071","chr13",25251958,25254017,138,284,297,430,121
"37072","chr13",25266093,25268935,381,318,512,648,283
"37073","chr13",25274705,25275092,33,57,60,72,36
"37074","chr13",25281201,25282546,311,183,340,489,215
"37075","chr13",25286545,25287954,209,351,388,716,298
"37076","chr13",25300811,25302224,451,438,402,1013,525
"37077","chr13",25333381,25334114,86,49,95,98,42
"37078","chr13",25341967,25342876,104,110,155,190,54
"37079","chr13",25357719,25359122,12,14,7,22,4
"37080","chr13",25963085,25965313,378,274,444,609,340
"37081","chr13",25979764,25980848,151,72,124,123,74
"37082","chr13",26015686,26018786,1175,455,676,1142,680
"37083","chr13",26024561,26026073,346,99,185,289,170
"37084","chr13",26036920,26039705,638,252,388,586,286
"37085","chr13",26048545,26052431,668,301,338,722,439
"37086","chr13",26062667,26063420,58,70,135,191,50
"37087","chr13",26164166,26165772,293,163,452,285,173
"37088","chr13",26186082,26186811,81,114,143,169,76
"37089","chr13",26187994,26188553,95,40,110,75,62
"37090","chr13",26210622,26211461,81,77,102,125,64
"37091","chr13",26221345,26223281,863,815,659,1364,814
"37092","chr13",26227918,26228443,57,46,100,92,43
"37093","chr13",26253474,26257925,1221,768,875,1908,1030
"37094","chr13",26260285,26262323,430,139,260,407,298
"37095","chr13",26267841,26269661,314,87,142,180,174
"37096","chr13",26272423,26273447,213,77,147,194,130
"37097","chr13",26275474,26278808,1051,251,704,889,775
"37098","chr13",26295146,26296006,159,48,112,144,137
"37099","chr13",26297108,26301596,1082,430,914,1150,739
"37100","chr13",26304884,26307956,490,104,253,465,311
"37101","chr13",26315012,26316100,275,30,138,152,176
"37102","chr13",26318755,26327110,1559,682,1718,2257,1315
"37103","chr13",26331285,26331662,67,22,56,60,57
"37104","chr13",26335095,26336361,251,69,197,192,131
"37105","chr13",26377172,26379764,510,86,350,329,290
"37106","chr13",26386165,26388128,513,83,199,196,279
"37107","chr13",26411374,26413156,533,98,299,289,329
"37108","chr13",26425483,26426248,210,43,107,108,131
"37109","chr13",26485208,26486171,206,219,342,294,271
"37110","chr13",26557192,26558498,82,112,112,228,98
"37111","chr13",26853474,26857031,590,1286,1204,1372,656
"37112","chr13",26880979,26881385,83,59,42,60,63
"37113","chr13",26937273,26938034,198,110,111,144,131
"37114","chr13",26986832,26987632,25,75,100,89,24
"37115","chr13",26988280,26989368,22,76,114,69,26
"37116","chr13",26989756,26993475,604,1110,1602,1766,908
"37117","chr13",26994298,26995474,56,149,192,150,63
"37118","chr13",27004011,27010261,445,764,1621,1267,745
"37119","chr13",27020210,27025554,728,1123,1758,1500,845
"37120","chr13",27034364,27035568,6,34,66,92,19
"37121","chr13",27042806,27043677,116,191,296,343,146
"37122","chr13",27088525,27089320,150,134,183,217,135
"37123","chr13",27125957,27127459,272,124,133,177,140
"37124","chr13",27137629,27138495,167,63,79,119,91
"37125","chr13",27169254,27173145,496,623,645,1261,601
"37126","chr13",27250603,27253875,612,549,617,1435,599
"37127","chr13",27259197,27260438,176,86,187,251,120
"37128","chr13",27263473,27266113,518,480,572,822,360
"37129","chr13",27269889,27271625,167,388,243,612,222
"37130","chr13",27272345,27273113,33,35,56,65,22
"37131","chr13",27283905,27286154,150,273,432,435,196
"37132","chr13",27286697,27290874,940,1276,1846,2242,1041
"37133","chr13",27310693,27311634,198,187,296,402,160
"37134","chr13",27349679,27350930,107,183,169,144,106
"37135","chr13",27352763,27354624,418,434,692,767,346
"37136","chr13",27358854,27359308,18,52,70,102,34
"37137","chr13",27424094,27425123,190,198,203,473,197
"37138","chr13",27449479,27451098,656,482,511,1013,551
"37139","chr13",27578415,27579044,101,90,35,141,27
"37140","chr13",27619899,27622617,294,377,391,999,364
"37141","chr13",27638162,27638874,104,77,75,157,86
"37142","chr13",28129946,28130868,259,108,202,289,226
"37143","chr13",28136917,28140457,1049,1102,1081,2044,1131
"37144","chr13",28238898,28240328,187,146,175,230,142
"37145","chr13",28568126,28568742,122,65,139,145,136
"37146","chr13",28601312,28602532,321,110,267,225,211
"37147","chr13",28658472,28659809,276,238,242,624,260
"37148","chr13",28716722,28719750,336,462,442,985,361
"37149","chr13",29310604,29311295,55,90,163,254,58
"37150","chr13",29762181,29775749,1975,2386,2587,4083,1770
"37151","chr13",29777001,29777584,73,61,96,179,59
"37152","chr13",29783880,29784827,115,63,112,175,102
"37153","chr13",29786227,29788693,582,305,519,765,369
"37154","chr13",29789380,29795360,1895,816,1370,2587,1198
"37155","chr13",29795876,29797258,192,114,143,272,130
"37156","chr13",29797808,29799715,320,172,229,347,169
"37157","chr13",29800363,29802480,556,197,299,499,289
"37158","chr13",29809090,29811585,429,211,274,437,239
"37159","chr13",29813221,29816066,438,302,400,683,309
"37160","chr13",29816915,29819518,608,423,503,854,472
"37161","chr13",29822329,29822976,117,65,100,116,67
"37162","chr13",29844751,29851293,1641,1794,1997,3763,1540
"37163","chr13",29874889,29875733,132,65,76,152,92
"37164","chr13",29882902,29889550,1195,1353,2241,3278,1344
"37165","chr13",29891026,29893023,518,420,515,840,410
"37166","chr13",29902314,29904519,399,262,480,512,322
"37167","chr13",30017831,30018654,210,96,141,296,164
"37168","chr13",30033715,30034801,155,123,253,361,186
"37169","chr13",30113236,30114701,67,77,130,224,58
"37170","chr13",30165812,30166238,95,57,52,107,71
"37171","chr13",30204999,30205849,204,84,87,104,137
"37172","chr13",30257260,30258438,337,362,501,608,337
"37173","chr13",30284748,30286970,644,371,608,697,427
"37174","chr13",30293938,30295038,183,114,213,179,149
"37175","chr13",30306452,30309023,437,661,691,1220,451
"37176","chr13",30317777,30321438,638,643,1313,1312,535
"37177","chr13",30331362,30332042,84,62,165,93,68
"37178","chr13",30340081,30340693,101,55,88,62,67
"37179","chr13",30394887,30396767,404,254,307,657,382
"37180","chr13",30408088,30409160,83,109,86,220,65
"37181","chr13",30421245,30422768,99,184,128,290,112
"37182","chr13",30462302,30465917,1421,1360,1314,2479,1311
"37183","chr13",30569709,30570834,317,188,297,347,210
"37184","chr13",30572305,30573499,370,185,248,398,212
"37185","chr13",30581023,30581579,99,35,38,102,100
"37186","chr13",30587433,30588119,155,44,50,86,62
"37187","chr13",30596373,30597442,300,84,133,180,122
"37188","chr13",30615522,30618777,1897,1568,1737,3002,1637
"37189","chr13",30652635,30653208,156,41,58,112,65
"37190","chr13",30673669,30675973,195,235,249,531,217
"37191","chr13",30690281,30691052,44,47,81,125,44
"37192","chr13",30742990,30743963,57,94,73,95,44
"37193","chr13",30746422,30746946,15,58,30,110,48
"37194","chr13",30777612,30779359,587,376,410,819,472
"37195","chr13",30792408,30792959,99,80,92,177,82
"37196","chr13",30865096,30865453,51,67,71,143,48
"37197","chr13",31046964,31047386,70,31,84,119,27
"37198","chr13",31160414,31163340,1508,994,1044,2182,1107
"37199","chr13",31191689,31193002,137,220,416,471,178
"37200","chr13",31199675,31200967,144,273,295,597,194
"37201","chr13",31846184,31847510,85,126,164,133,84
"37202","chr13",31848611,31851076,187,331,379,244,148
"37203","chr13",31853515,31854822,124,188,196,138,90
"37204","chr13",31859458,31860559,145,241,291,202,184
"37205","chr13",31911261,31911757,74,85,78,54,48
"37206","chr13",32022015,32023404,231,120,148,164,109
"37207","chr13",32028629,32041147,3004,1187,1416,2217,1451
"37208","chr13",32043401,32052144,2781,1873,2872,3243,2052
"37209","chr13",32053347,32054241,272,81,77,121,91
"37210","chr13",32059728,32065093,1520,665,811,864,763
"37211","chr13",32066041,32068728,491,187,236,235,188
"37212","chr13",32071599,32074010,547,162,533,256,237
"37213","chr13",32098044,32099887,279,102,122,198,148
"37214","chr13",32108124,32114458,1294,458,624,764,633
"37215","chr13",32146614,32148638,327,146,221,147,133
"37216","chr13",32159202,32160296,337,117,149,178,126
"37217","chr13",32162381,32168629,2006,911,1608,1527,1148
"37218","chr13",32184063,32184708,88,61,69,39,44
"37219","chr13",32203907,32206602,507,168,207,174,169
"37220","chr13",32209531,32210266,161,97,107,106,97
"37221","chr13",32228250,32230188,448,165,329,367,213
"37222","chr13",32244038,32245085,255,104,114,125,112
"37223","chr13",32264160,32265686,291,129,186,156,118
"37224","chr13",32315118,32315440,122,144,103,211,114
"37225","chr13",32402972,32403539,146,44,91,190,93
"37226","chr13",32425444,32430763,849,765,1177,1993,876
"37227","chr13",32468774,32473688,2121,1195,1476,1949,1344
